COG	COG term
COG0448	[G] COG0448 ADP-glucose pyrophosphorylase
COG0449	[M] COG0449 Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	[O] COG0450 Peroxiredoxin
COG0451	[MG] COG0451 Nucleoside-diphosphate-sugar epimerases
COG0452	[H] COG0452 Phosphopantothenoylcysteine synthetase/decarboxylase
COG0454	[KR] COG0454 Histone acetyltransferase HPA2 and related acetyltransferases
COG0455	[D] COG0455 ATPases involved in chromosome partitioning
COG0456	[R] COG0456 Acetyltransferases
COG0457	[R] COG0457 FOG: TPR repeat
COG0458	[EF] COG0458 Carbamoylphosphate synthase large subunit (split gene in MJ)
COG0459	[O] COG0459 Chaperonin GroEL (HSP60 family)
COG0460	[E] COG0460 Homoserine dehydrogenase
COG0461	[F] COG0461 Orotate phosphoribosyltransferase
COG0462	[FE] COG0462 Phosphoribosylpyrophosphate synthetase
COG0463	[M] COG0463 Glycosyltransferases involved in cell wall biogenesis
COG0464	[O] COG0464 ATPases of the AAA+ class
COG0465	[O] COG0465 ATP-dependent Zn proteases
COG0466	[O] COG0466 ATP-dependent Lon protease, bacterial type
COG0467	[T] COG0467 RecA-superfamily ATPases implicated in signal transduction
COG0468	[L] COG0468 RecA/RadA recombinase
COG0469	[G] COG0469 Pyruvate kinase
COG0470	[L] COG0470 ATPase involved in DNA replication
COG0471	[P] COG0471 Di- and tricarboxylate transporters
COG0472	[M] COG0472 UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
COG0473	[CE] COG0473 Isocitrate/isopropylmalate dehydrogenase
COG0474	[P] COG0474 Cation transport ATPase
COG0475	[P] COG0475 Kef-type K+ transport systems, membrane components
COG0476	[H] COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2
COG0477	[GEPR] COG0477 Permeases of the major facilitator superfamily
COG0478	[T] COG0478 RIO-like serine/threonine protein kinase fused to N-terminal HTH domain
COG0479	[C] COG0479 Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
COG0480	[J] COG0480 Translation elongation factors (GTPases)
COG0481	[M] COG0481 Membrane GTPase LepA
COG0482	[J] COG0482 Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain
COG0483	[G] COG0483 Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
COG0484	[O] COG0484 DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	[R] COG0486 Predicted GTPase
COG0488	[R] COG0488 ATPase components of ABC transporters with duplicated ATPase domains
COG0489	[D] COG0489 ATPases involved in chromosome partitioning
COG0490	[P] COG0490 Putative regulatory, ligand-binding protein related to C-terminal domains of K+ channels
COG0491	[R] COG0491 Zn-dependent hydrolases, including glyoxylases
COG0492	[O] COG0492 Thioredoxin reductase
COG0493	[ER] COG0493 NADPH-dependent glutamate synthase beta chain and related oxidoreductases
COG0494	[LR] COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes
COG0495	[J] COG0495 Leucyl-tRNA synthetase
COG0496	[R] COG0496 Predicted acid phosphatase
COG0497	[L] COG0497 ATPase involved in DNA repair
COG0498	[E] COG0498 Threonine synthase
COG0499	[H] COG0499 S-adenosylhomocysteine hydrolase
COG0500	[QR] COG0500 SAM-dependent methyltransferases
COG0501	[O] COG0501 Zn-dependent protease with chaperone function
COG0502	[H] COG0502 Biotin synthase and related enzymes
COG0503	[F] COG0503 Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
COG0504	[F] COG0504 CTP synthase (UTP-ammonia lyase)
COG0505	[EF] COG0505 Carbamoylphosphate synthase small subunit
COG0506	[E] COG0506 Proline dehydrogenase
COG0507	[L] COG0507 ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member
COG0508	[C] COG0508 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes
COG0509	[E] COG0509 Glycine cleavage system H protein (lipoate-binding)
COG0510	[M] COG0510 Predicted choline kinase involved in LPS biosynthesis
COG0511	[I] COG0511 Biotin carboxyl carrier protein
COG0512	[EH] COG0512 Anthranilate/para-aminobenzoate synthases component II
COG0513	[LKJ] COG0513 Superfamily II DNA and RNA helicases
COG0514	[L] COG0514 Superfamily II DNA helicase
COG0515	[RTKL] COG0515 Serine/threonine protein kinase
COG0516	[F] COG0516 IMP dehydrogenase/GMP reductase
COG0517	[R] COG0517 FOG: CBS domain
COG0518	[F] COG0518 GMP synthase - Glutamine amidotransferase domain
COG0519	[F] COG0519 GMP synthase, PP-ATPase domain/subunit
COG0520	[E] COG0520 Selenocysteine lyase
COG0521	[H] COG0521 Molybdopterin biosynthesis enzymes
COG0522	[J] COG0522 Ribosomal protein S4 and related proteins
COG0523	[R] COG0523 Putative GTPases (G3E family)
COG0524	[G] COG0524 Sugar kinases, ribokinase family
COG0525	[J] COG0525 Valyl-tRNA synthetase
COG0526	[OC] COG0526 Thiol-disulfide isomerase and thioredoxins
COG0527	[E] COG0527 Aspartokinases
COG0528	[F] COG0528 Uridylate kinase
COG0529	[P] COG0529 Adenylylsulfate kinase and related kinases
COG0530	[P] COG0530 Ca2+/Na+ antiporter
COG0531	[E] COG0531 Amino acid transporters
COG0532	[J] COG0532 Translation initiation factor 2 (IF-2; GTPase)
COG0533	[O] COG0533 Metal-dependent proteases with possible chaperone activity
COG0534	[V] COG0534 Na+-driven multidrug efflux pump
COG0535	[R] COG0535 Predicted Fe-S oxidoreductases
COG0536	[R] COG0536 Predicted GTPase
COG0537	[FGR] COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	[C] COG0538 Isocitrate dehydrogenases
COG0539	[J] COG0539 Ribosomal protein S1
COG0540	[F] COG0540 Aspartate carbamoyltransferase, catalytic chain
COG0541	[U] COG0541 Signal recognition particle GTPase
COG0542	[O] COG0542 ATPases with chaperone activity, ATP-binding subunit
COG0543	[HC] COG0543 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases
COG0544	[O] COG0544 FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0545	[O] COG0545 FKBP-type peptidyl-prolyl cis-trans isomerases 1
COG0546	[R] COG0546 Predicted phosphatases
COG0547	[E] COG0547 Anthranilate phosphoribosyltransferase
COG0548	[E] COG0548 Acetylglutamate kinase
COG0549	[E] COG0549 Carbamate kinase
COG0550	[L] COG0550 Topoisomerase IA
COG0551	[L] COG0551 Zn-finger domain associated with topoisomerase type I
COG0552	[U] COG0552 Signal recognition particle GTPase
COG0553	[KL] COG0553 Superfamily II DNA/RNA helicases, SNF2 family
COG0554	[C] COG0554 Glycerol kinase
COG0555	[O] COG0555 ABC-type sulfate transport system, permease component
COG0556	[L] COG0556 Helicase subunit of the DNA excision repair complex
COG0557	[K] COG0557 Exoribonuclease R
COG0558	[I] COG0558 Phosphatidylglycerophosphate synthase
COG0559	[E] COG0559 Branched-chain amino acid ABC-type transport system, permease components
COG0560	[E] COG0560 Phosphoserine phosphatase
COG0561	[R] COG0561 Predicted hydrolases of the HAD superfamily
COG0562	[M] COG0562 UDP-galactopyranose mutase
COG0563	[F] COG0563 Adenylate kinase and related kinases
COG0564	[J] COG0564 Pseudouridylate synthases, 23S RNA-specific
COG0565	[J] COG0565 rRNA methylase
COG0566	[J] COG0566 rRNA methylases
COG0567	[C] COG0567 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	[K] COG0568 DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	[P] COG0569 K+ transport systems, NAD-binding component
COG0571	[K] COG0571 dsRNA-specific ribonuclease
COG0572	[F] COG0572 Uridine kinase
COG0573	[P] COG0573 ABC-type phosphate transport system, permease component
COG0574	[G] COG0574 Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	[I] COG0575 CDP-diglyceride synthetase
COG0576	[O] COG0576 Molecular chaperone GrpE (heat shock protein)
COG0577	[V] COG0577 ABC-type antimicrobial peptide transport system, permease component
COG0578	[C] COG0578 Glycerol-3-phosphate dehydrogenase
COG0579	[R] COG0579 Predicted dehydrogenase
COG0580	[G] COG0580 Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)
COG0581	[P] COG0581 ABC-type phosphate transport system, permease component
COG0582	[L] COG0582 Integrase
COG0583	[K] COG0583 Transcriptional regulator
COG0584	[C] COG0584 Glycerophosphoryl diester phosphodiesterase
COG0585	[S] COG0585 Uncharacterized conserved protein
COG0586	[S] COG0586 Uncharacterized membrane-associated protein
COG0587	[L] COG0587 DNA polymerase III, alpha subunit
COG0588	[G] COG0588 Phosphoglycerate mutase 1
COG0589	[T] COG0589 Universal stress protein UspA and related nucleotide-binding proteins
COG0590	[FJ] COG0590 Cytosine/adenosine deaminases
COG0591	[ER] COG0591 Na+/proline symporter
COG0592	[L] COG0592 DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	[L] COG0593 ATPase involved in DNA replication initiation
COG0594	[J] COG0594 RNase P protein component
COG0595	[R] COG0595 Predicted hydrolase of the metallo-beta-lactamase superfamily
COG0596	[R] COG0596 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) 
COG0597	[MU] COG0597 Lipoprotein signal peptidase
COG0598	[P] COG0598 Mg2+ and Co2+ transporters
COG0599	[S] COG0599 Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit
COG0600	[P] COG0600 ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	[EP] COG0601 ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0602	[O] COG0602 Organic radical activating enzymes
COG0603	[R] COG0603 Predicted PP-loop superfamily ATPase
COG0604	[CR] COG0604 NADPH:quinone reductase and related Zn-dependent oxidoreductases
COG0605	[P] COG0605 Superoxide dismutase
COG0606	[O] COG0606 Predicted ATPase with chaperone activity
COG0607	[P] COG0607 Rhodanese-related sulfurtransferase
COG0608	[L] COG0608 Single-stranded DNA-specific exonuclease
COG0609	[P] COG0609 ABC-type Fe3+-siderophore transport system, permease component
COG0610	[V] COG0610 Type I site-specific restriction-modification system, R (restriction) subunit and related helicases
COG0611	[H] COG0611 Thiamine monophosphate kinase
COG0612	[R] COG0612 Predicted Zn-dependent peptidases
COG0613	[R] COG0613 Predicted metal-dependent phosphoesterases (PHP family)
COG0614	[P] COG0614 ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0615	[MI] COG0615 Cytidylyltransferase
COG0616	[OU] COG0616 Periplasmic serine proteases (ClpP class)
COG0617	[J] COG0617 tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	[R] COG0618 Exopolyphosphatase-related proteins
COG0619	[P] COG0619 ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	[E] COG0620 Methionine synthase II (cobalamin-independent)
COG0621	[J] COG0621 2-methylthioadenine synthetase
COG0622	[R] COG0622 Predicted phosphoesterase
COG0623	[I] COG0623 Enoyl-[acyl-carrier-protein] reductase (NADH)
COG0624	[E] COG0624 Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0625	[O] COG0625 Glutathione S-transferase
COG0626	[E] COG0626 Cystathionine beta-lyases/cystathionine gamma-synthases
COG0627	[R] COG0627 Predicted esterase
COG0628	[R] COG0628 Predicted permease
COG0629	[L] COG0629 Single-stranded DNA-binding protein
COG0630	[NU] COG0630 Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis
COG0631	[T] COG0631 Serine/threonine protein phosphatase
COG0632	[L] COG0632 Holliday junction resolvasome, DNA-binding subunit
COG0633	[C] COG0633 Ferredoxin
COG0634	[F] COG0634 Hypoxanthine-guanine phosphoribosyltransferase
COG0635	[H] COG0635 Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0636	[C] COG0636 F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	[R] COG0637 Predicted phosphatase/phosphohexomutase
COG0638	[O] COG0638 20S proteasome, alpha and beta subunits
COG0639	[T] COG0639 Diadenosine tetraphosphatase and related serine/threonine protein phosphatases
COG0640	[K] COG0640 Predicted transcriptional regulators
COG0641	[R] COG0641 Arylsulfatase regulator (Fe-S oxidoreductase)
COG0642	[T] COG0642 Signal transduction histidine kinase
COG0643	[NT] COG0643 Chemotaxis protein histidine kinase and related kinases
COG0644	[C] COG0644 Dehydrogenases (flavoproteins)
COG0645	[R] COG0645 Predicted kinase
COG0646	[E] COG0646 Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	[G] COG0647 Predicted sugar phosphatases of the HAD superfamily
COG0648	[L] COG0648 Endonuclease IV
COG0649	[C] COG0649 NADH:ubiquinone oxidoreductase 49 kD subunit 7
COG0650	[C] COG0650 Formate hydrogenlyase subunit 4
COG0651	[CP] COG0651 Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	[O] COG0652 Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	[U] COG0653 Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	[HC] COG0654 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0655	[R] COG0655 Multimeric flavodoxin WrbA
COG0656	[R] COG0656 Aldo/keto reductases, related to diketogulonate reductase
COG0657	[I] COG0657 Esterase/lipase
COG0658	[R] COG0658 Predicted membrane metal-binding protein
COG0659	[P] COG0659 Sulfate permease and related transporters (MFS superfamily)
COG0661	[R] COG0661 Predicted unusual protein kinase
COG0662	[G] COG0662 Mannose-6-phosphate isomerase
COG0663	[R] COG0663 Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily
COG0664	[T] COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	[E] COG0665 Glycine/D-amino acid oxidases (deaminating)
COG0666	[R] COG0666 FOG: Ankyrin repeat
COG0667	[C] COG0667 Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
COG0668	[M] COG0668 Small-conductance mechanosensitive channel
COG0669	[H] COG0669 Phosphopantetheine adenylyltransferase
COG0670	[R] COG0670 Integral membrane protein, interacts with FtsH
COG0671	[I] COG0671 Membrane-associated phospholipid phosphatase
COG0672	[P] COG0672 High-affinity Fe2+/Pb2+ permease
COG0673	[R] COG0673 Predicted dehydrogenases and related proteins
COG0674	[C] COG0674 Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit
COG0675	[L] COG0675 Transposase and inactivated derivatives
COG0676	[G] COG0676 Uncharacterized enzymes related to aldose 1-epimerase
COG0677	[M] COG0677 UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0678	[O] COG0678 Peroxiredoxin
COG0679	[R] COG0679 Predicted permeases
COG0680	[C] COG0680 Ni,Fe-hydrogenase maturation factor
COG0681	[U] COG0681 Signal peptidase I
COG0682	[M] COG0682 Prolipoprotein diacylglyceryltransferase
COG0683	[E] COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component
COG0684	[H] COG0684 Demethylmenaquinone methyltransferase
COG0685	[E] COG0685 5,10-methylenetetrahydrofolate reductase
COG0686	[E] COG0686 Alanine dehydrogenase
COG0687	[E] COG0687 Spermidine/putrescine-binding periplasmic protein
COG0688	[I] COG0688 Phosphatidylserine decarboxylase
COG0689	[J] COG0689 RNase PH
COG0690	[U] COG0690 Preprotein translocase subunit SecE
COG0691	[O] COG0691 tmRNA-binding protein
COG0692	[L] COG0692 Uracil DNA glycosylase
COG0693	[R] COG0693 Putative intracellular protease/amidase
COG0694	[O] COG0694 Thioredoxin-like proteins and domains
COG0695	[O] COG0695 Glutaredoxin and related proteins
COG0696	[G] COG0696 Phosphoglyceromutase
COG0697	[GER] COG0697 Permeases of the drug/metabolite transporter (DMT) superfamily
COG0698	[G] COG0698 Ribose 5-phosphate isomerase RpiB
COG0699	[R] COG0699 Predicted GTPases (dynamin-related)
COG0700	[S] COG0700 Uncharacterized membrane protein
COG0701	[R] COG0701 Predicted permeases
COG0702	[MG] COG0702 Predicted nucleoside-diphosphate-sugar epimerases
COG0703	[E] COG0703 Shikimate kinase
COG0704	[P] COG0704 Phosphate uptake regulator
COG0705	[R] COG0705 Uncharacterized membrane protein (homolog of Drosophila rhomboid)
COG0706	[U] COG0706 Preprotein translocase subunit YidC
COG0707	[M] COG0707 UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	[L] COG0708 Exonuclease III
COG0709	[E] COG0709 Selenophosphate synthase
COG0710	[E] COG0710 3-dehydroquinate dehydratase
COG0711	[C] COG0711 F0F1-type ATP synthase, subunit b
COG0712	[C] COG0712 F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0713	[C] COG0713 NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	[R] COG0714 MoxR-like ATPases
COG0715	[P] COG0715 ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0716	[C] COG0716 Flavodoxins
COG0717	[F] COG0717 Deoxycytidine deaminase
COG0718	[S] COG0718 Uncharacterized protein conserved in bacteria
COG0719	[O] COG0719 ABC-type transport system involved in Fe-S cluster assembly, permease component
COG0720	[H] COG0720 6-pyruvoyl-tetrahydropterin synthase
COG0721	[J] COG0721 Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0722	[E] COG0722 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG0723	[C] COG0723 Rieske Fe-S protein
COG0724	[R] COG0724 RNA-binding proteins (RRM domain)
COG0725	[P] COG0725 ABC-type molybdate transport system, periplasmic component
COG0726	[G] COG0726 Predicted xylanase/chitin deacetylase
COG0727	[R] COG0727 Predicted Fe-S-cluster oxidoreductase
COG0728	[R] COG0728 Uncharacterized membrane protein, putative virulence factor
COG0729	[M] COG0729 Outer membrane protein
COG0730	[R] COG0730 Predicted permeases
COG0731	[C] COG0731 Fe-S oxidoreductases
COG0732	[V] COG0732 Restriction endonuclease S subunits
COG0733	[R] COG0733 Na+-dependent transporters of the SNF family
COG0735	[P] COG0735 Fe2+/Zn2+ uptake regulation proteins
COG0736	[I] COG0736 Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	[F] COG0737 5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases
COG0738	[G] COG0738 Fucose permease
COG0739	[M] COG0739 Membrane proteins related to metalloendopeptidases
COG0740	[OU] COG0740 Protease subunit of ATP-dependent Clp proteases
COG0741	[M] COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	[L] COG0742 N6-adenine-specific methylase
COG0743	[I] COG0743 1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	[M] COG0744 Membrane carboxypeptidase (penicillin-binding protein)
COG0745	[TK] COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0746	[H] COG0746 Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	[E] COG0747 ABC-type dipeptide transport system, periplasmic component
COG0748	[P] COG0748 Putative heme iron utilization protein
COG0749	[L] COG0749 DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	[M] COG0750 Predicted membrane-associated Zn-dependent proteases 1
COG0751	[J] COG0751 Glycyl-tRNA synthetase, beta subunit
COG0752	[J] COG0752 Glycyl-tRNA synthetase, alpha subunit
